post_title,town_name,postal_code,council_code,council_name,region_code,region_name
"Astrup Vig, 7870 Roslev","Astrup Vig",7870,0779,Skive,1082,"Region Midtjylland"
"Øster Assels, 7990 Øster Assels","Øster Assels",7990,0773,Morsø,1081,"Region Nordjylland"
"Karby, 7960 Karby",Karby,7960,0773,Morsø,1081,"Region Nordjylland"
"Fodslette, 5932 Humble",Fodslette,5932,0482,Langeland,1083,"Region Syddanmark"
"Engelst, 7884 Fur",Engelst,7884,0779,Skive,1082,"Region Midtjylland"
"Sillerslev, 7990 Øster Assels",Sillerslev,7990,0773,Morsø,1081,"Region Nordjylland"
"Faarevejle, 5900 Rudkøbing",Faarevejle,5900,0482,Langeland,1083,"Region Syddanmark"
"Østerhuse, 5953 Tranekær",Østerhuse,5953,0482,Langeland,1083,"Region Syddanmark"
"Lykkesholm, 5932 Humble",Lykkesholm,5932,0482,Langeland,1083,"Region Syddanmark"
"Sletø, 5953 Tranekær",Sletø,5953,0482,Langeland,1083,"Region Syddanmark"
"Mileskov, 5953 Tranekær",Mileskov,5953,0482,Langeland,1083,"Region Syddanmark"
"Nedergård, 5953 Tranekær",Nedergård,5953,0482,Langeland,1083,"Region Syddanmark"
"Grønning Øre, 7870 Roslev","Grønning Øre",7870,0779,Skive,1082,"Region Midtjylland"
"Selde, 7870 Roslev",Selde,7870,0779,Skive,1082,"Region Midtjylland"
"Keldsnor, 5935 Bagenkop",Keldsnor,5935,0482,Langeland,1083,"Region Syddanmark"
"Hougårdene, 5953 Tranekær",Hougårdene,5953,0482,Langeland,1083,"Region Syddanmark"
"Fakkemose, 5935 Bagenkop",Fakkemose,5935,0482,Langeland,1083,"Region Syddanmark"
"Kjeldgård, 7870 Roslev",Kjeldgård,7870,0779,Skive,1082,"Region Midtjylland"
"Erslev, 7900 Nykøbing M",Erslev,7900,0773,Morsø,1081,"Region Nordjylland"
"Erslev, 7950 Erslev",Erslev,7950,0773,Morsø,1081,"Region Nordjylland"
"Bøsseløkke, 5932 Humble",Bøsseløkke,5932,0482,Langeland,1083,"Region Syddanmark"
"Øster Jølby, 7950 Erslev","Øster Jølby",7950,0773,Morsø,1081,"Region Nordjylland"
"Fæbæk, 5953 Tranekær",Fæbæk,5953,0482,Langeland,1083,"Region Syddanmark"
"Egenæs, 4571 Grevinge",Egenæs,4571,0306,Odsherred,1085,"Region Sjælland"
"Indelukket, 4550 Asnæs",Indelukket,4550,0306,Odsherred,1085,"Region Sjælland"
"Kårup Skov, 4540 Fårevejle","Kårup Skov",4540,0306,Odsherred,1085,"Region Sjælland"
"Klint Str V, 4500 Nykøbing Sj","Klint Str V",4500,0306,Odsherred,1085,"Region Sjælland"
"Vestre Vig, 4560 Vig","Vestre Vig",4560,0306,Odsherred,1085,"Region Sjælland"
"Plejerup, 4571 Grevinge",Plejerup,4571,0306,Odsherred,1085,"Region Sjælland"
"Stenvad, 8585 Glesborg",Stenvad,8585,0707,Norddjurs,1082,"Region Midtjylland"
"Stenvad, 8586 Ørum Djurs",Stenvad,8586,0707,Norddjurs,1082,"Region Midtjylland"
"Tangkjær, 8950 Ørsted",Tangkjær,8950,0707,Norddjurs,1082,"Region Midtjylland"
"Hallendrup, 8560 Kolind",Hallendrup,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Hallendrup, 8570 Trustrup",Hallendrup,8570,0706,Syddjurs,1082,"Region Midtjylland"
"Tengslemrk L, 4573 Højby","Tengslemrk L",4573,0306,Odsherred,1085,"Region Sjælland"
"Yderby Lyng, 4583 Sjællands Odde","Yderby Lyng",4583,0306,Odsherred,1085,"Region Sjælland"
"Tøjstrup, 8961 Allingåbro",Tøjstrup,8961,0707,Norddjurs,1082,"Region Midtjylland"
"Hevring, 8950 Ørsted",Hevring,8950,0707,Norddjurs,1082,"Region Midtjylland"
"Lumsås, 4500 Nykøbing Sj",Lumsås,4500,0306,Odsherred,1085,"Region Sjælland"
"Lumsås, 4573 Højby",Lumsås,4573,0306,Odsherred,1085,"Region Sjælland"
"Tårup, 8963 Auning",Tårup,8963,0706,Syddjurs,1082,"Region Midtjylland"
"Langby, 8581 Nimtofte",Langby,8581,0706,Syddjurs,1082,"Region Midtjylland"
"Høve Pindal, 4550 Asnæs","Høve Pindal",4550,0306,Odsherred,1085,"Region Sjælland"
"Asnæs Lmfj, 4550 Asnæs","Asnæs Lmfj",4550,0306,Odsherred,1085,"Region Sjælland"
"Tørslev, 8950 Ørsted",Tørslev,8950,0707,Norddjurs,1082,"Region Midtjylland"
"Ramten, 8586 Ørum Djurs",Ramten,8586,0707,Norddjurs,1082,"Region Midtjylland"
"Næsdal, 4550 Asnæs",Næsdal,4550,0306,Odsherred,1085,"Region Sjælland"
"Villersø, 8500 Grenaa",Villersø,8500,0707,Norddjurs,1082,"Region Midtjylland"
"Sorvad, 8961 Allingåbro",Sorvad,8961,0707,Norddjurs,1082,"Region Midtjylland"
"Nørager Mk, 8581 Nimtofte","Nørager Mk",8581,0706,Syddjurs,1082,"Region Midtjylland"
"Nørager Mk, 8961 Allingåbro","Nørager Mk",8961,0707,Norddjurs,1082,"Region Midtjylland"
"Bredstrup, 8500 Grenaa",Bredstrup,8500,0707,Norddjurs,1082,"Region Midtjylland"
"Vejlby, 8961 Allingåbro",Vejlby,8961,0707,Norddjurs,1082,"Region Midtjylland"
"Hjarbæk, 8831 Løgstrup",Hjarbæk,8831,0791,Viborg,1082,"Region Midtjylland"
"Vig Lyng, 4560 Vig","Vig Lyng",4560,0306,Odsherred,1085,"Region Sjælland"
"Katholm Skov, 8500 Grenaa","Katholm Skov",8500,0707,Norddjurs,1082,"Region Midtjylland"
"Klint, 4500 Nykøbing Sj",Klint,4500,0306,Odsherred,1085,"Region Sjælland"
"Rimsø, 8500 Grenaa",Rimsø,8500,0707,Norddjurs,1082,"Region Midtjylland"
"Ø Maskine, 8500 Grenaa","Ø Maskine",8500,0707,Norddjurs,1082,"Region Midtjylland"
"Rimsø Mark, 8500 Grenaa","Rimsø Mark",8500,0707,Norddjurs,1082,"Region Midtjylland"
"Rimsø Mark, 8585 Glesborg","Rimsø Mark",8585,0707,Norddjurs,1082,"Region Midtjylland"
"Søby, 8560 Kolind",Søby,8560,0706,Syddjurs,1082,"Region Midtjylland"
"Søby, 8570 Trustrup",Søby,8570,0706,Syddjurs,1082,"Region Midtjylland"
"Dalstrup, 8500 Grenaa",Dalstrup,8500,0707,Norddjurs,1082,"Region Midtjylland"
"Nykøbing S, 4500 Nykøbing Sj","Nykøbing S",4500,0306,Odsherred,1085,"Region Sjælland"
"Rygårde, 8961 Allingåbro",Rygårde,8961,0707,Norddjurs,1082,"Region Midtjylland"
"Gårde, 6870 Ølgod",Gårde,6870,0573,Varde,1083,"Region Syddanmark"
"Grønderup, 5600 Faaborg",Grønderup,5600,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Viskum, 8830 Tjele",Viskum,8830,0791,Viborg,1082,"Region Midtjylland"
"Kjærgaard, 6840 Oksbøl",Kjærgaard,6840,0573,Varde,1083,"Region Syddanmark"
"Brobyværk, 5672 Broby",Brobyværk,5672,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Pederstrup, 5750 Ringe",Pederstrup,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Pederstrup, 5792 Årslev",Pederstrup,5792,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Klejtrup, 9500 Hobro",Klejtrup,9500,0791,Viborg,1082,"Region Midtjylland"
"Oved, 6800 Varde",Oved,6800,0573,Varde,1083,"Region Syddanmark"
"Rousthøje, 6800 Varde",Rousthøje,6800,0573,Varde,1083,"Region Syddanmark"
"Rousthøje, 6818 Årre",Rousthøje,6818,0561,Esbjerg,1083,"Region Syddanmark"
"Eskilstrup, 5750 Ringe",Eskilstrup,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Lund, 9632 Møldrup",Lund,9632,0791,Viborg,1082,"Region Midtjylland"
"Åstrup, 8830 Tjele",Åstrup,8830,0791,Viborg,1082,"Region Midtjylland"
"Åstrup, 8832 Skals",Åstrup,8832,0791,Viborg,1082,"Region Midtjylland"
"Radby, 5672 Broby",Radby,5672,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Tarup Hede, 5792 Årslev","Tarup Hede",5792,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Gørup, 8832 Skals",Gørup,8832,0791,Viborg,1082,"Region Midtjylland"
"Hammershøj, 8830 Tjele",Hammershøj,8830,0791,Viborg,1082,"Region Midtjylland"
"Snarup, 5750 Ringe",Snarup,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Sparkær, 7850 Stoholm Jyll",Sparkær,7850,0791,Viborg,1082,"Region Midtjylland"
"Sparkær, 8800 Viborg",Sparkær,8800,0740,Silkeborg,1082,"Region Midtjylland"
"Hærup, 9500 Hobro",Hærup,9500,0791,Viborg,1082,"Region Midtjylland"
"Skovlund, 6823 Ansager",Skovlund,6823,0530,Billund,1083,"Region Syddanmark"
"Galstho, 6682 Hovborg",Galstho,6682,0530,Billund,1083,"Region Syddanmark"
"Galstho, 6753 Agerbæk",Galstho,6753,0573,Varde,1083,"Region Syddanmark"
"Galstho, 7200 Grindsted",Galstho,7200,0530,Billund,1083,"Region Syddanmark"
"Iglsø, 7850 Stoholm Jyll",Iglsø,7850,0791,Viborg,1082,"Region Midtjylland"
"Støttrup, 9620 Aalestrup",Støttrup,9620,0791,Viborg,1082,"Region Midtjylland"
"Hald Ege, 8800 Viborg","Hald Ege",8800,0740,Silkeborg,1082,"Region Midtjylland"
"Vantinge, 5750 Ringe",Vantinge,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Stiftshøje, 6851 Janderup Vestj",Stiftshøje,6851,0573,Varde,1083,"Region Syddanmark"
"Boltinge, 5750 Ringe",Boltinge,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Korshavn, 5602 Avernakø",Korshavn,5602,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Kærup, 6851 Janderup Vestj",Kærup,6851,0573,Varde,1083,"Region Syddanmark"
"Nørholm,Sig, 6800 Varde","Nørholm,Sig",6800,0573,Varde,1083,"Region Syddanmark"
"Vittinge, 5672 Broby",Vittinge,5672,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Orten, 6800 Varde",Orten,6800,0573,Varde,1083,"Region Syddanmark"
"Orten, 6855 Outrup",Orten,6855,0573,Varde,1083,"Region Syddanmark"
"Boltinggård, 5750 Ringe",Boltinggård,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Skamris, 9632 Møldrup",Skamris,9632,0791,Viborg,1082,"Region Midtjylland"
"Viborg, 8800 Viborg",Viborg,8800,0740,Silkeborg,1082,"Region Midtjylland"
"Thorstrup, 6800 Varde",Thorstrup,6800,0573,Varde,1083,"Region Syddanmark"
"Havris, 8830 Tjele",Havris,8830,0791,Viborg,1082,"Region Midtjylland"
"Møldrupgårde, 9632 Møldrup",Møldrupgårde,9632,0791,Viborg,1082,"Region Midtjylland"
"Lervad, 6862 Tistrup",Lervad,6862,0573,Varde,1083,"Region Syddanmark"
"Tastrup Sig, 6800 Varde","Tastrup Sig",6800,0573,Varde,1083,"Region Syddanmark"
"Gl Stenderup, 5672 Broby","Gl Stenderup",5672,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Gammelstrup, 7850 Stoholm Jyll",Gammelstrup,7850,0791,Viborg,1082,"Region Midtjylland"
"Nederhede, 8832 Skals",Nederhede,8832,0791,Viborg,1082,"Region Midtjylland"
"Sødinge, 5750 Ringe",Sødinge,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Volstrup, 5750 Ringe",Volstrup,5750,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Søsted, 5792 Årslev",Søsted,5792,0430,Faaborg-Midtfyn,1083,"Region Syddanmark"
"Bjerrede, 4682 Tureby",Bjerrede,4682,0259,Køge,1085,"Region Sjælland"
"Lønnerup, 7700 Thisted",Lønnerup,7700,0787,Thisted,1081,"Region Nordjylland"
"Højstrup, 7741 Frøstrup",Højstrup,7741,0787,Thisted,1081,"Region Nordjylland"
"Simmendrup, 4690 Haslev",Simmendrup,4690,0320,Faxe,1085,"Region Sjælland"
"Gettrup, 7760 Hurup Thy",Gettrup,7760,0671,Struer,1082,"Region Midtjylland"
"Febbersted, 7730 Hanstholm",Febbersted,7730,0787,Thisted,1081,"Region Nordjylland"
"Birkede, 4130 Viby Sjælland",Birkede,4130,0259,Køge,1085,"Region Sjælland"
"St Torøje, 4640 Faxe","St Torøje",4640,0320,Faxe,1085,"Region Sjælland"
"St Torøje, 4653 Karise","St Torøje",4653,0320,Faxe,1085,"Region Sjælland"
"Amtoft, 7742 Vesløs",Amtoft,7742,0787,Thisted,1081,"Region Nordjylland"
"Rønnede, 4683 Rønnede",Rønnede,4683,0320,Faxe,1085,"Region Sjælland"
"Haslev, 4690 Haslev",Haslev,4690,0320,Faxe,1085,"Region Sjælland"
"Vivede, 4640 Faxe",Vivede,4640,0320,Faxe,1085,"Region Sjælland"
"Aas, 4640 Faxe",Aas,4640,0320,Faxe,1085,"Region Sjælland"
"Teestrup, 4690 Haslev",Teestrup,4690,0320,Faxe,1085,"Region Sjælland"
"Hemmingstrup, 3200 Helsinge",Hemmingstrup,3200,0219,Hillerød,1084,"Region Hovedstaden"
"Kæderup, 3200 Helsinge",Kæderup,3200,0219,Hillerød,1084,"Region Hovedstaden"
"Ll Favrby, 4654 Faxe Ladeplads","Ll Favrby",4654,0320,Faxe,1085,"Region Sjælland"
"Frenderup, 4640 Faxe",Frenderup,4640,0320,Faxe,1085,"Region Sjælland"
"Helligsø, 7760 Hurup Thy",Helligsø,7760,0671,Struer,1082,"Region Midtjylland"
"Dalby-B Ovdr, 4682 Tureby","Dalby-B Ovdr",4682,0259,Køge,1085,"Region Sjælland"
"Sindrup, 7760 Hurup Thy",Sindrup,7760,0671,Struer,1082,"Region Midtjylland"
"Tuehusene, 4653 Karise",Tuehusene,4653,0320,Faxe,1085,"Region Sjælland"
"Hårlev Ovdr, 4653 Karise","Hårlev Ovdr",4653,0320,Faxe,1085,"Region Sjælland"
"Hårlev Ovdr, 4682 Tureby","Hårlev Ovdr",4682,0259,Køge,1085,"Region Sjælland"
"Mørdrup, 3060 Espergærde",Mørdrup,3060,0210,Fredensborg,1084,"Region Hovedstaden"
"Mørdrup, 3070 Snekkersten",Mørdrup,3070,0217,Helsingør,1084,"Region Hovedstaden"
"Øster Vandet, 7700 Thisted","Øster Vandet",7700,0787,Thisted,1081,"Region Nordjylland"
"Bregentved, 4690 Haslev",Bregentved,4690,0320,Faxe,1085,"Region Sjælland"
"Hejede, 4640 Faxe",Hejede,4640,0320,Faxe,1085,"Region Sjælland"
"Brandskov, 4654 Faxe Ladeplads",Brandskov,4654,0320,Faxe,1085,"Region Sjælland"
"Kallerup, 7700 Thisted",Kallerup,7700,0787,Thisted,1081,"Region Nordjylland"
"Kallerup, 7752 Snedsted",Kallerup,7752,0787,Thisted,1081,"Region Nordjylland"
"Ullerup, 7760 Hurup Thy",Ullerup,7760,0671,Struer,1082,"Region Midtjylland"
"Agger, 7770 Vestervig",Agger,7770,0787,Thisted,1081,"Region Nordjylland"
"Dale, 3080 Tikøb",Dale,3080,0217,Helsingør,1084,"Region Hovedstaden"
"Sommariva, 3000 Helsingør",Sommariva,3000,0217,Helsingør,1084,"Region Hovedstaden"
"Bubbel, 7760 Hurup Thy",Bubbel,7760,0671,Struer,1082,"Region Midtjylland"
"Ulse, 4690 Haslev",Ulse,4690,0320,Faxe,1085,"Region Sjælland"
"Bonderød, 4640 Faxe",Bonderød,4640,0320,Faxe,1085,"Region Sjælland"
"Turebylille, 4682 Tureby",Turebylille,4682,0259,Køge,1085,"Region Sjælland"
"Vibberstoft, 7752 Snedsted",Vibberstoft,7752,0787,Thisted,1081,"Region Nordjylland"
"Tandsskov, 6470 Sydals",Tandsskov,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Købingsmark, 6430 Nordborg",Købingsmark,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Skærsig, 7260 Sønder Omme",Skærsig,7260,0530,Billund,1083,"Region Syddanmark"
"Hf. Skovly, 6400 Sønderborg","Hf. Skovly",6400,0540,Sønderborg,1083,"Region Syddanmark"
"Stolbro, 6430 Nordborg",Stolbro,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Asserballeskov, 6440 Augustenborg",Asserballeskov,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Sebbelev, 6440 Augustenborg",Sebbelev,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Rinkenæs, 6300 Gråsten",Rinkenæs,6300,0540,Sønderborg,1083,"Region Syddanmark"
"Englerup, 4100 Ringsted",Englerup,4100,0259,Køge,1085,"Region Sjælland"
"Bjerre, 7700 Thisted",Bjerre,7700,0787,Thisted,1081,"Region Nordjylland"
"Bjerre, 7730 Hanstholm",Bjerre,7730,0787,Thisted,1081,"Region Nordjylland"
"Vang, 7700 Thisted",Vang,7700,0787,Thisted,1081,"Region Nordjylland"
"Malle, 7700 Thisted",Malle,7700,0787,Thisted,1081,"Region Nordjylland"
"Skinnerup, 7700 Thisted",Skinnerup,7700,0787,Thisted,1081,"Region Nordjylland"
"Engbo, 6300 Gråsten",Engbo,6300,0540,Sønderborg,1083,"Region Syddanmark"
"Østerholm, 6430 Nordborg",Østerholm,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Østerholm, 6440 Augustenborg",Østerholm,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Østerby, 6470 Sydals",Østerby,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Havnbjerg, 6430 Nordborg",Havnbjerg,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Skovby, 6470 Sydals",Skovby,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Gildbro, 6430 Nordborg",Gildbro,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Skovbygård, 6470 Sydals",Skovbygård,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Gilsager, 4100 Ringsted",Gilsager,4100,0259,Køge,1085,"Region Sjælland"
"Bringstrup, 4100 Ringsted",Bringstrup,4100,0259,Køge,1085,"Region Sjælland"
"Mintebjerg, 6470 Sydals",Mintebjerg,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Gilbjerg, 6623 Vorbasse",Gilbjerg,6623,0530,Billund,1083,"Region Syddanmark"
"Gilbjerg, 7250 Hejnsvig",Gilbjerg,7250,0530,Billund,1083,"Region Syddanmark"
"Osbæk, 6440 Augustenborg",Osbæk,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Dyndved, 6430 Nordborg",Dyndved,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Vesterhede, 7200 Grindsted",Vesterhede,7200,0530,Billund,1083,"Region Syddanmark"
"Vesterhede, 7250 Hejnsvig",Vesterhede,7250,0530,Billund,1083,"Region Syddanmark"
"Langesø, 6430 Nordborg",Langesø,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Mjels Mark, 6430 Nordborg","Mjels Mark",6430,0540,Sønderborg,1083,"Region Syddanmark"
"Snekkerup, 4100 Ringsted",Snekkerup,4100,0259,Køge,1085,"Region Sjælland"
"Snekkerup, 4140 Borup",Snekkerup,4140,0259,Køge,1085,"Region Sjælland"
"Snekkerup, 4174 Jystrup Midtsj",Snekkerup,4174,0259,Køge,1085,"Region Sjælland"
"Lillevang, 4690 Haslev",Lillevang,4690,0320,Faxe,1085,"Region Sjælland"
"Filsk Sdr Mk, 7200 Grindsted","Filsk Sdr Mk",7200,0530,Billund,1083,"Region Syddanmark"
"Utoft, 7200 Grindsted",Utoft,7200,0530,Billund,1083,"Region Syddanmark"
"Utoft, 7250 Hejnsvig",Utoft,7250,0530,Billund,1083,"Region Syddanmark"
"Hf. Sundeved, 6400 Sønderborg","Hf. Sundeved",6400,0540,Sønderborg,1083,"Region Syddanmark"
"Humleore, 4100 Ringsted",Humleore,4100,0259,Køge,1085,"Region Sjælland"
"Humleore, 4140 Borup",Humleore,4140,0259,Køge,1085,"Region Sjælland"
"Stillinge, 4200 Slagelse",Stillinge,4200,0326,Kalundborg,1085,"Region Sjælland"
"Oksebro, 4200 Slagelse",Oksebro,4200,0326,Kalundborg,1085,"Region Sjælland"
"Lyngbygård, 4242 Boeslunde",Lyngbygård,4242,0330,Slagelse,1085,"Region Sjælland"
"Råsted, 8920 Randers NV",Råsted,8920,0730,Randers,1082,"Region Midtjylland"
"Ilsted, 6740 Bramming",Ilsted,6740,0561,Esbjerg,1083,"Region Syddanmark"
"Ørslev, 4230 Skælskør",Ørslev,4230,0330,Slagelse,1085,"Region Sjælland"
"Gimlinge, 4200 Slagelse",Gimlinge,4200,0326,Kalundborg,1085,"Region Sjælland"
"Gimlinge, 4261 Dalmose",Gimlinge,4261,0330,Slagelse,1085,"Region Sjælland"
"Bildsø, 4200 Slagelse",Bildsø,4200,0326,Kalundborg,1085,"Region Sjælland"
"Gedehave, 4230 Skælskør",Gedehave,4230,0330,Slagelse,1085,"Region Sjælland"
"Vestrup, 8930 Randers NØ",Vestrup,8930,0730,Randers,1082,"Region Midtjylland"
"Allestrupgrd, 8983 Gjerlev J",Allestrupgrd,8983,0730,Randers,1082,"Region Midtjylland"
"Brokær, 6760 Ribe",Brokær,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Brokær, 6771 Gredstedbro",Brokær,6771,0561,Esbjerg,1083,"Region Syddanmark"
"Vemmeløse, 4261 Dalmose",Vemmeløse,4261,0330,Slagelse,1085,"Region Sjælland"
"Svanehøj, 4220 Korsør",Svanehøj,4220,0330,Slagelse,1085,"Region Sjælland"
"Næsby Huse, 4200 Slagelse","Næsby Huse",4200,0326,Kalundborg,1085,"Region Sjælland"
"Høm Vesterl, 6760 Ribe","Høm Vesterl",6760,0561,Esbjerg,1083,"Region Syddanmark"
"Tjæreby, 4230 Skælskør",Tjæreby,4230,0330,Slagelse,1085,"Region Sjælland"
"Glænø, 4230 Skælskør",Glænø,4230,0330,Slagelse,1085,"Region Sjælland"
"Assentoft Mark, 8960 Randers SØ","Assentoft Mark",8960,0710,Favrskov,1082,"Region Midtjylland"
"Roager Ømark, 6760 Ribe","Roager Ømark",6760,0561,Esbjerg,1083,"Region Syddanmark"
"Støvring, 8930 Randers NØ",Støvring,8930,0730,Randers,1082,"Region Midtjylland"
"Gredsted, 6740 Bramming",Gredsted,6740,0561,Esbjerg,1083,"Region Syddanmark"
"Gredsted, 6771 Gredstedbro",Gredsted,6771,0561,Esbjerg,1083,"Region Syddanmark"
"Stouby, 8983 Gjerlev J",Stouby,8983,0730,Randers,1082,"Region Midtjylland"
"Floes Mark, 8960 Randers SØ","Floes Mark",8960,0710,Favrskov,1082,"Region Midtjylland"
"Marbæk, 6710 Esbjerg V",Marbæk,6710,0561,Esbjerg,1083,"Region Syddanmark"
"Høm, 6760 Ribe",Høm,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Fjersted, 6760 Ribe",Fjersted,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Langkastrup, 8960 Randers SØ",Langkastrup,8960,0710,Favrskov,1082,"Region Midtjylland"
"Brorup, 4200 Slagelse",Brorup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Ottestrup, 4200 Slagelse",Ottestrup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Gassum, 8981 Spentrup",Gassum,8981,0730,Randers,1082,"Region Midtjylland"
"Egerup, 4230 Skælskør",Egerup,4230,0330,Slagelse,1085,"Region Sjælland"
"Kærby, 8983 Gjerlev J",Kærby,8983,0730,Randers,1082,"Region Midtjylland"
"Slagstrup, 4200 Slagelse",Slagstrup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Krogsager, 8960 Randers SØ",Krogsager,8960,0710,Favrskov,1082,"Region Midtjylland"
"Åstrup-Tvede, 8930 Randers NØ",Åstrup-Tvede,8930,0730,Randers,1082,"Region Midtjylland"
"Næsby Ved Stranden, 4200 Slagelse","Næsby Ved Stranden",4200,0326,Kalundborg,1085,"Region Sjælland"
"Gerdrup, 4230 Skælskør",Gerdrup,4230,0330,Slagelse,1085,"Region Sjælland"
"Langebjerg, 4250 Fuglebjerg",Langebjerg,4250,0330,Slagelse,1085,"Region Sjælland"
"Østrup-Albæk, 8930 Randers NØ",Østrup-Albæk,8930,0730,Randers,1082,"Region Midtjylland"
"Langkastr Mk, 8960 Randers SØ","Langkastr Mk",8960,0710,Favrskov,1082,"Region Midtjylland"
"Tustrup, 8960 Randers SØ",Tustrup,8960,0710,Favrskov,1082,"Region Midtjylland"
"Thorup, 5220 Odense SØ",Thorup,5220,0461,Odense,1083,"Region Syddanmark"
"Tollestrup, 9760 Vrå",Tollestrup,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Nr Vrå, 9760 Vrå","Nr Vrå",9760,0810,Brønderslev,1081,"Region Nordjylland"
"Gilbjerg, 3250 Gilleleje",Gilbjerg,3250,0270,Gribskov,1084,"Region Hovedstaden"
"Dyregravvæde, 5491 Blommenslyst",Dyregravvæde,5491,0461,Odense,1083,"Region Syddanmark"
"Alsønderup, 3400 Hillerød",Alsønderup,3400,0201,Allerød,1084,"Region Hovedstaden"
"Nødebo, 3480 Fredensborg",Nødebo,3480,0210,Fredensborg,1084,"Region Hovedstaden"
"Lumby-Torp, 5270 Odense N",Lumby-Torp,5270,0461,Odense,1083,"Region Syddanmark"
"Sejlstrup, 9480 Løkken",Sejlstrup,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Sejlstrup, 9800 Hjørring",Sejlstrup,9800,0860,Hjørring,1081,"Region Nordjylland"
"Tystofte, 4230 Skælskør",Tystofte,4230,0330,Slagelse,1085,"Region Sjælland"
"Paarup, 5210 Odense NV",Paarup,5210,0461,Odense,1083,"Region Syddanmark"
"Dalum, 5250 Odense SV",Dalum,5250,0461,Odense,1083,"Region Syddanmark"
"Smidstrup, 4230 Skælskør",Smidstrup,4230,0330,Slagelse,1085,"Region Sjælland"
"Højelt, 3230 Græsted",Højelt,3230,0217,Helsingør,1084,"Region Hovedstaden"
"Ø Horne, 9850 Hirtshals","Ø Horne",9850,0860,Hjørring,1081,"Region Nordjylland"
"Ilbjerge, 9800 Hjørring",Ilbjerge,9800,0860,Hjørring,1081,"Region Nordjylland"
"Holløselund, 3210 Vejby",Holløselund,3210,0270,Gribskov,1084,"Region Hovedstaden"
"Aggebo, 3230 Græsted",Aggebo,3230,0217,Helsingør,1084,"Region Hovedstaden"
"Hørmested, 9870 Sindal",Hørmested,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Rødkilde, 3120 Dronningmølle",Rødkilde,3120,0270,Gribskov,1084,"Region Hovedstaden"
"Rødkilde, 3250 Gilleleje",Rødkilde,3250,0270,Gribskov,1084,"Region Hovedstaden"
"Gølstrup, 9480 Løkken",Gølstrup,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Valby, 3200 Helsinge",Valby,3200,0219,Hillerød,1084,"Region Hovedstaden"
"Linderum, 9870 Sindal",Linderum,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Ny Hammersholt, 3400 Hillerød","Ny Hammersholt",3400,0201,Allerød,1084,"Region Hovedstaden"
"Borup, 3320 Skævinge",Borup,3320,0219,Hillerød,1084,"Region Hovedstaden"
"Borup, 3330 Gørløse",Borup,3330,0219,Hillerød,1084,"Region Hovedstaden"
"Skibsby, 9800 Hjørring",Skibsby,9800,0860,Hjørring,1081,"Region Nordjylland"
"Skævinge, 3320 Skævinge",Skævinge,3320,0219,Hillerød,1084,"Region Hovedstaden"
